Pathways	Super-Pathways
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	PWY-2504 // PWY-5181 // PWY-5431
PWY-6336	PWY-6954
PWY0-662	PRPP-PWY
PWY-7824	
PWY-7983	
PWY-6019	
PWY-7936	
PWY-7615	
PWY-6665	
PWY8J2-20	
PWY-5374	
PWY-7179	PWY0-1297
PWY-7179-1	
PWY-7224	
P164-PWY	
PWY-5497	
PWY-5044	P165-PWY
PWY-6353	
PWY0-1296	
PWY-5929	
PWY-6378	
PWY-40	PWY-6305 // POLYAMSYN-PWY
PWY-43	POLYAMINSYN3-PWY
PWY-46	PWY-6305 // POLYAMINSYN3-PWY // POLYAMSYN-PWY
PUTDEG-PWY	ORNDEG-PWY // ARGDEG-PWY
PWY0-1221	ORNDEG-PWY // ARGDEG-PWY
PWY-0	
PWY-2	
PWY-3	
PWY-6408	
PWY-6666	
PWY-7930	
PWY-6409	
PWY-6926	
PYRIDOXSYN-PWY	PWY0-845
PWY-6466	
PLPSAL-PWY	PWY0-845
PWY-7204	
PWY-7181	PWY0-1298
PWY-7199	PWY-7200
PWY-7197	PWY-7200
PWY-7210	
PWY-7184	PWY-7211 // PWY0-166
PWY-7187	PWY0-166
PWY-6545	
PWY-7198	
PWY-7206	
PWY-7183	PWY-7208 // PWY-7196 // PWY-7194
PWY-7194	
PWY0-1295	PWY-7209
PWY-7193	PWY-7196
PWY-6556	PWY-7196
PWY-7195	
PWY-6831	
PWY-8210	
PWY-6420	
PYRUVDEHYD-PWY	PWY-5464
PWY-6970	
PWY-8275	
PWY-5938	P125-PWY
PWY-5939	P125-PWY
PWY-8274	
PWY-6389	PWY-6396
PWY-5481	P461-PWY // PWY-5100 // ANAEROFRUCAT-PWY // PWY-7345 // P41-PWY
P41-PWY	
PWY-5096	
PWY-5100	
P142-PWY	PROPFERM-PWY // PWY-5100 // PWY-6590
PWY-5482	P41-PWY
PWY-5483	PWY-5096
PWY-5485	P461-PWY // P441-PWY
PWY-5537	PWY-7384
PWY-5538	
PWY-5600	PWY4LZ-257
PWY-5768	
PWY3O-440	
PWY-6588	PWY-6594
CENTFERM-PWY	GLUDEG-II-PWY // PWY-6590
PWY-6583	PWY-6594 // PWY-7003
PWY-6883	PWY-6886
PWY-5480	P461-PWY // P441-PWY // PWY4LZ-257
PWY-5486	PWY-7345 // PWY4LZ-257
PWY-6587	PWY-6594
PWY-6863	
PWY-7111	
PWY-7351	
P108-PWY	PWY-5088
PWY-5494	PWY-8188 // PROPFERM-PWY
PWY-7545	
PWY-7544	
PWY-8057	
PWY-8078	
PWY-7192	
PWY-7137	
PWY-7129	
PWY-7133	
PWY-5321	PWY-6266
PWY-6199	PWY-6266
PWY-7173	
PWY-6700	
PWY-8105	
PWY-8106	
QUINATEDEG-PWY	PWY-2504 // PWY-6954
PWY-6416	
PWY-7734	
PWY-6405	
PWY-5393	
DETOX1-PWY-1	
PWY-6324	
CODH-PWY	PWY-6146
PWY-7784	PWY-6142
PWY-8303	
PWY-5493	
P23-PWY	
PWY-5392	
PWY66-397	
P343-PWY	
PWY-84	
PWY-6667	
PWY-6872	
PWY-6875	
PWY-6857	
PWY-7960	
PWY-6769	
PWY-6771	
PWY-6648	
PWY-761	
PWY-7906	
PWY-7510	
PWY-5888	
PWY-5889	
RIBITOLUTIL-PWY	PWY-5257
RIBOKIN-PWY	
PWY-7015	PWY-7020 // PWY-7021
PWY-6923	
PWY-7618	
PWY-5984	PWY-5993
PWY-7605	PWY-7609
PWY-7677	
PWY-5160	PWY-5313
PWY-7262	
PWY-7863	
PWY-5048	PWY-5071
PWY-5049	PWY-5071
PWY-6427	
PWY-5775	
PWY-6425	
PWY-8262	
PWY-8265	
PWY-8260	
PWY-8261	
PWY-5815	
PWY-7924	
PWY-7925	
PWY-5723	
PWY-5390	PWY-6266
PWY-6848	
PWY-7134	
PWY-8301	
PWY-8302	
SAM-PWY	PWY-I9 // MET-SAM-PWY // PWY-7527 // PWY-7270 // PWY-7528 // PWY0-781
PWY-6151	
PWY-5041	
PWY-6754	PWY-7270 // PWY-7528
PWY-6756	PWY-7527
PWY-6753	
PWY0-1391	
PWY-4361	PWY-7527 // PWY-7270 // PWY-7528
PWY-7174	
PWY-8132	
PWY-5441	
PWY-7671	
PWY-5116	
PWY-6766	
PWY-6763	
PWY-6406	
PWY-981	
PWY-6183	PWY-6956 // PWY-6954 // PWY-6182
PWY-6224	
PWY-6636	
PWY-6640	
PWY-6621	
PWY-6623	
PWY-6624	
PWY-6762	PWY-6621
PWY-6802	
PWY-8037	
PWY-6627	
PWY-8023	
PWY-8022	
PWY-8230	
PWY-8206	
PWY-8198	
PWY-8196	
PWY-8236	
PWY-8192	
PWY-8204	
PWY-8208	
PWY-8193	
PWY-8195	
PWY-8197	
PWY-8199	
PWY-5268	PWY-5312
PWY-7325	
PWY-6721	
PWY-5287	
PWY-6254	
PWY-6836	
PWY-5362	
PWY-5756	
PWY-5759	
PWY-5774	
PWY-7946	
PWY-7702	
PWY-6598	
PWY-6792	
PWY-5290	
PWY0-1517	
PWY-6932	PWY-6395
PWY-6936	PWY-6395
PWY-6931	PWY-6395
PWY-6935	PWY-6395
PWY-6933	PWY-6395
PWY-6294	
PWY-6852	
PWY-8140	
PWY-6456	
PWY-6030	
PWY-6313	
PWY-5469	
PWY-7139	
PWY-2961	
PWY-8232	
SHIKIMATEDEG-PWY	PWY-2504 // PWY-6954
PWY-6419	
PWY-5701	
PWY-7751	
PWY-5284	
PWY-3301	
PWY-5297	
PWY-5194	
PWY-6948	
PWY-8064	
PWY18C3-2	PWY18C3-6
PWY18C3-4	PWY18C3-6
PWY-6914	
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	
PWY-5530	
PWY-5987	
PWY-5203	
PWY-8034	
BSUBPOLYAMSYN-PWY	PWY-7527 // PWY-7528 // POLYAMINSYN3-PWY // POLYAMSYN-PWY
PWY-6559	PWY-6565
PWY-6834	
PWY-6442	
PWY-6117	
PWY-6440	
PWY-6441	
ARGSPECAT-PWY	
PWY-6286	
PWY-7277	
PWY-5129	
SPHINGOLIPID-SYN-PWY	
PWY3DJ-11281	PWY-7277
PWY3DJ-11470	
PWY-7100	
PWY-6581	
PWY-7656	
PWY-7935	
PWY-6733	
PWY-7916	
PWY-5337	
PWY-6527	
PWY-7990	
PWY-8008	
PWY-8007	
PWY-5875	
PWY-622	
PWY-842	
PWY-6724	
PWY-6731	
PWY-6735	
PWY-6737	
PWY-6346	
PWY-5972	
PWY-5989	PWY-5156
PWY3O-355	
PWY-8280	
PWY-7595	PWY-7596
PWY-6525	
PWY-7736	
PWY-7603	
PWY-4942	
PWY-5956	PWY-5961
PWY-8026	
PWY-7424	
PWY-7070	
PWY-7071	
PWY-6453	
PWY-7687	
PWY-5940	
PWY1A0-6120	
PWY-8035	
PWY-8298	
PWY-8216	
PWY-6941	
PWY-1121	
PWY-5677	
PWY1YI0-2	
PWY0-1353	
PWY0-1329	
PWY1YI0-3	
PWY1YI0-8	
PWY-8133	
SUCSYN-PWY	
PWY-7238	
PWY-7347	
SUCUTIL-PWY	
PWY-3801	PWY-7345
PWY-621	
PWY-5384	
PWY66-373	
SUCROSEUTIL2-PWY	
PWY-5340	SO4ASSIM-PWY
P222-PWY	PWY-6676 // PWY-5294
PWY-5274	
PWY-5285	PWY-5335 // PWY-5294
PWY-7927	
PWY-5276	PWY-5308 // PWY-5304 // PWY-5335 // PWY-5294
PWY-5279	PWY-5304
PWY-5278	PWY-5308 // PWY-5306 // PWY-6676
PWY-5326	PWY-5328
PWY-7457	PWY-6676
PWY-1281	PWY-1541
PWY-5982	
PWY-6718	
PWY-8062	
PWY-6593	
PWY-6616	
PWY-6637	PWY-6641
PWY-6638	PWY-6641
PWY-7446	
PWY-7722	
PWY-8213	
PWYQT-4427	
P203-PWY	PWY-5308
PWY-5302	PWY-5304
SULFUROX-PWY	PWY-5294
FESULFOX-PWY	PWY-5294
PWY-6675	PWY-6676
PWY-5332	
PWY-5364	
PWY-7976	
PWY-6736	
DETOX1-PWY	DETOX1-PWY-1
KDO-NAGLIPASYN-PWY	
P125-PWY	
PWY-6555	
PWY-6396	
4AMINOBUTMETAB-PWY	ARGDEG-PWY
PWY-6277	
ACETATEUTIL-PWY	
P344-PWY	
PWY18C3-12	
PWY18C3-17	
PWY-7229	
PWY-6126	DENOVOPURINE2-PWY
COBALSYN-PWY	
PWY-6269	
PWY-5183	
PWY-5961	
URDEGR-PWY	
ALLANTOINDEG-PWY	
PWY-6176	
PWY-3282	
PWY-7389	
PWY-7345	
PWY-5313	
PWY-5310	
PWY-5312	
ARG+POLYAMINE-SYN	
COMPLETE-ARO-PWY	ALL-CHORISMATE-PWY
PWY-6954	
PWY-2504	
PWY-5724	
PWY-7476	
PWY-5529	
PWY-4161	
GLUCUROCAT-PWY	GALACT-GLUCUROCAT-PWY // PWY-6516
PWY-5405	
PWY-5134	
BRANCHED-CHAIN-AA-SYN-PWY	
PWY-7020	
PWY-1882	
PWY-6544	
PWY-7575	
CAROTENOID-PWY	
PWY-5823	
PWY66-5	
PWY-6928	
PWY-6947	
PWY-8154	
PWY-4762	
PWY-6569	
ALL-CHORISMATE-PWY	
PWY-6604	
PWY-6590	PWY-6604
PWY-6594	PWY-6604
PWY-6145	
PANTOSYN-PWY	
PWY-4221	
COA-PWY-1	
PWY-5464	
GLUCARGALACTSUPER-PWY	
PWY-6358	
PWY-5860	
PWY-7373	
PWY-5861	
PWY-5862	
PWY-6571	
PWY-6072	
PWY-6049	
PWY-5416	
PWY-7438	
PWY-7317	
PWY-8227	
ERGOSTEROL-SYN-PWY	
PWY-7156	
PWY-6503	
PWY-6977	
PWY-6975	PWY-6977
PWY0-881	
PWY-5156	
FASYN-INITIAL-PWY	PWY0-881
PWY-6285	
PWY4LZ-257	
PWY-6266	
PWY-5717	
FUC-RHAMCAT-PWY	
PWY-7537	
PWY-7323	
PWY-5121	
PWY-5910	PWY-6146
PWY-5052	
PWY-5053	PWY-5052
PWY18C3-14	
PWY-6901	
GOLPDLCAT-PWY	
PWY18C3-6	
GLYCOL-GLYOXDEG-PWY	
GLYCOLYSIS-E-D	
GLYCOLYSIS-TCA-GLYOX-BYPASS	
PWY-7835	
TCA-GLYOX-BYPASS	GLYCOLYSIS-TCA-GLYOX-BYPASS
PWY-561	
PWY-6579	
PWY-7228	
PWY-6125	DENOVOPURINE2-PWY
PWY-6595	PWY-5044
PWY-5918	
PWY-5920	
PWY0-1415	
PWY-6564	
HEXITOLDEGSUPER-PWY	
GALACT-GLUCUROCAT-PWY	
PRPP-PWY	
PWY-6751	
PWY-5478	
PWY-7341	
PWY-1782	
PWY-6371	
PWY-3097	
PWY-6234	
PWY-8094	
LPSSYN-PWY	
PWY0-1061	
PROPFERM-PWY	
ORNARGDEG-PWY	
ARGDEG-PWY	ORNARGDEG-PWY
PWY0-1325	
ASPASN-PWY	
PWY-5004	
PWY-6293	
PWY-6292	
METSYN-PWY	MET-SAM-PWY
PWY-3001	
PWY-5327	
P4-PWY	PWY0-781
PWY-724	
PWY-5345	
PWY-5347	
PWY-5328	
PWY-3481	
PWY-6628	
SER-GLYSYN-PWY	
THRESYN-PWY	P4-PWY
THREOCAT-PWY	
PWY-6629	
PWY-6630	
PWY2OL-4	
PWY-5991	
PWY-5433	
PWY-7110	
PWY-6402	
PWY-5896	
PWY-5897	
PWY-5898	
PWY-5899	
PWY-5850	
PWY-5840	
PWY-5838	
PWY-6263	
PWY-7992	
PWY-5845	
PWY-6830	
METHGLYUT-PWY	
PWY18C3-25	
PWY-6516	
PWY-6113	
PWY-6404	
GLCMANNANAUT-PWY	
P441-PWY	
PWY-3502	
PWY-7245	
PWY-7021	
PWY-5062	
PWY-7342	
PWY-5424	
ORNDEG-PWY	ORNARGDEG-PWY
PWY-5634	
PWY-5257	
PWY-6071	
PWY4FS-5	
PHOSLIPSYN-PWY	
PHOSLIPSYN2-PWY	
PWY-7731	
PWY-5863	
PWY-5864	
POLYAMSYN-PWY	ARG+POLYAMINE-SYN
POLYAMINSYN3-PWY	
PWY-6565	
PWY-7933	
PWY-7149	
PWY-2055	
PWY-2229	
PWY0-1297	
PWY66-409	
PWY-841	
DENOVOPURINE2-PWY	PRPP-PWY
P165-PWY	
PWY-6305	
PWY0-845	
PWY-7200	
PWY0-1298	
PWY-7211	
PWY0-166	
PWY-7208	
PWY-7209	
PWY-7196	
PWY0-162	PRPP-PWY // PWY-7211
PWY-6662	
PWY-5993	
PWY-7609	
PWY-5071	
MET-SAM-PWY	
PWY-6182	
PWY-7186	
PWY-6395	
PWY-7596	
PWY-7305	
PWY-8240	
SULFATE-CYS-PWY	
PWY-5294	
PWY-6676	
PWY-5335	
PWY-6641	
PWY-821	
PWY-5308	
PWY-5304	
PWY-1541	
PWY-6937	
PWY-7809	
PWY-6612	ALL-CHORISMATE-PWY // FOLSYN-PWY
FOLSYN-PWY	
PWY-13	
PWY-5360	
PWY-7024	
THISYN-PWY	
PWY-6895	
THISYNARA-PWY	
PWY-5306	
PWY-7715	
PWY-6962	
PWY-7235	
UBISYN-PWY	ALL-CHORISMATE-PWY
PWY-7328	
PWY-7332	
PWY-6284	
PWY-6338	
PWY-6280	
PWY-6339	
PWY-5391	PWY-6266
PWY-7730	PWY-7715
PWY-5867	
PWY-7954	
PWY-5331	
PWY-7850	
PWY-1263	PWY-1541
PWY-1264	PWY-1541
TAURINEDEG-PWY	PWY-1541
PWY0-981	PWY-1541
PWY-7392	
PWY-7089	
PWY-7088	
PWY-5660	
TCA	TCA-GLYOX-BYPASS
PWY-5690	PWY-5464
PWY66-398	
P105-PWY	
PWY-6969	
REDCITCYC	
PWY-7254	
TCA-1	
PWY-7114	
PWY-7820	
PWY-7561	
PWY-7795	
PWY-7434	
PWY-7026	
PWY-7029	
PWY-7280	
PWY-5295	PWY-5310
PWY-5930	
PWY-7520	
PWY-6943	PWY-6937
PWY-8155	
PWY18C3-11	PWY18C3-12
PWY-7485	
PCEDEG-PWY	
PWY-7812	PWY-7809
PWY-7808	
PWY66-430	
PWY-6614	PWY-6612
PWY-6613	FOLSYN-PWY
PWY-6148	
PWY0-1433	
PWY-8099	
PWY-5002	PWY-13
PWY-5001	PWY-13
PWY-7403	
PWY-5188	PWY-5507 // P381-PWY // PWY-5918
PWY-5189	PWY-5529 // PWY-5920
PWY-6327	
PWY-5358	PWY-5360
PWY-5359	
PWY-5992	
PWY-7042	
PWY-6861	
PWY-7041	
PWY-5039	
PWY-5040	
PWY-6999	
PWY-6894	THISYN-PWY
PWY-6893	PWY-6895
PWY-6907	
PWY-6908	THISYNARA-PWY
PWY-6896	
PWY-6897	
PWY-6898	
PWY-7356	
PWY-7357	
PWY-7369	
PWY-6892	THISYN-PWY
PWY-6891	PWY-6895
PWY-6909	THISYNARA-PWY
PWY-8308	
PWY-7737	
P581-PWY	
PWY-743	
THIOREDOX-PWY	
PWY-5277	PWY-5306 // PWY-5308
PWY-5352	
PWY-7813	PWY-5360
PWY-5350	
THIOSULFOX-PWY	
PWY-5303	PWY-5304
PWY-5296	
PWY-6677	
PWY-6983	
PWY-6430	
PWY-6241	
PWY-6260	
PWY-6261	
PWY-6688	
PWY-5180	PWY-5183
TOLUENE-DEG-3-OH-PWY	
PWY-5181	PWY-5183
PWY-5178	PWY-5183
TOLUENE-DEG-DIOL-PWY	PWY-6954 // PWY-5179
TOLUENE-DEG-2-OH-PWY	PWY-5180
TOLUENE-DEG-4-OH-PWY	PWY-5181
TOLUENE-DEG-CATECHOL-PWY	PWY-5178
PWY-81	BENZCOA-PWY // PWY-5184
PWY-5179	PWY-5183
PWY-5184	
PWY-7991	
PWY-6720	
PWY-5123	PWY-7156 // ERGOSTEROL-SYN-PWY // PWY66-5 // UBISYN-PWY // POLYISOPRENSYN-PWY // PWY-7392 // PWY-5121 // PWY-5910
PWY-7515	
HYDROXYPRODEG-PWY	
PWY-5159	
PWY-8003	
PWY-5942	PWY-7393
PWY-6475	CAROTENOID-PWY
PWY-2681	
PWY-5410	PWY-5433
TRESYN-PWY	
PWY-881	
TREHALOSESYN-PWY	
PWY-2622	
PWY-2661	
PWY-5983	
PWY-5985	
TREDEGLOW-PWY	
PWY0-1182	PWY-6981
PWY-2721	
PWY-2722	
PWY-2723	
PWY0-1466	
LIPAS-PWY	
PWY18C3-10	PWY18C3-12
PWY-6631	
PWY-5822	
PWY-6447	
PWY-7995	
PWY-7096	
PWY-5893	PWY-5899
PWY-7085	
PWY-5110	
PWY-6968	PWY-6962
PWY-8292	
TRNA-CHARGING-PWY	
PWY-6829	
PWY0-1479	
PWY-6689	
PWY-7803	
PWY-7888	
PWY-7889	
PWY-7904	
PWY-7891	
PWY-7892	
TRYPANOSYN-PWY	
PWY-7660	
PWY-6297	
PWY-7821	
ALKANEMONOX-PWY	
PWY-7415	
PWY-7817	
PWY-7818	
PWY-5857	
PWY-5872	
PWY3O-19	PWY-7235
PWY-7230	PWY-7235
PWY-5855	
PWY-5873	
PWY-6708	UBISYN-PWY
PWY-5870	
PWY-5856	
PWY-5871	
PWY-7090	PWY-7332
PWY-8229	
PWY-8273	
PWY-7622	
PWY-7344	PWY-5114 // PWY-7622 // COLANSYN-PWY // PWY-7328
PWY-4861	PWY-5114 // PWY-7328
PWY-4	
PWY-7343	SUCSYN-PWY // COLANSYN-PWY // PWY-7328
PWY-4841	
PWY-7346	PWY-5114 // PWY-4821 // COLANSYN-PWY // PWY-7328
PWY-4821	PWY-5114
PWY-63	PWY-5114
PWY-82	
PWY-3261	PWY-5114
PWY-5113	PWY-5114
PWY-7028	
PWY-7333	PWY-7332
PWY-7336	PWY-7332
PWY-7335	PWY-7332 // PWY-8227
PWY-7334	PWY-7332
PWY-7330	PWY-7332
PWY-7331	PWY-7332
PWY-5512	PWY-7332
PWY-5514	
PWY-8013	
UDPNAGSYN-PWY	PWY-7332 // PWY-6404 // OANTIGEN-PWY
UDPNACETYLGALSYN-PWY	PWY-6981
PWY-6387	PWY-6385 // PEPTIDOGLYCANSYN-PWY
PWY-6386	PWY-5265 // PWY-6471 // PWY-6470
PWY-7953	
PWY-5114	
PWY-7842	
PWY-8041	
PWY-7647	
PWY-6982	
PWY-5686	PWY-7211 // PWY0-162
PWY-7790	
PWY-7791	
PWY-3982	PWY-7209
PWY-6426	
PWY0-1471	
PWY-5691	P165-PWY // URSIN-PWY
PWY-7394	
PWY-7849	
PWY-4984	PWY-5004
PWY-5703	ALLANTOINDEG-PWY
PWY-5704	URDEGR-PWY
URSIN-PWY	
PWY-7588	
PWY-7068	
PWY-7176	PWY-7211 // PWY-7208 // PWY-7196 // PWY0-162
PWY-7185	
PWY-7177	
PWY-6291	
PWY-5818	
PWY-8182	
PWY-7987	
PWY-6454	
PWY-6455	
PWY-7097	PWY-6338
PWY-7098	
PWY-5665	
PWY-6014	
PWY-7634	
PWY-6917	
PWY-5955	PWY-5961
PWY-5080	
PWY-7036	
PWY-5729	
PWY-6374	
PWY-7093	
PWY-5292	
PWY-7040	
PWY-5945	CAROTENOID-PWY
PWY-7458	
PWY-7881	
PWY-7704	
PWY-7659	
PWY-5499	
PWY-6076	
PWY-1422	
PWY-7436	
PWY-8000	
PWY-7999	
PWY-6015	
PWY-4203	
PWY-4201	
PWY-6801	
PWY4FS-12	
PWY-5884	
PWY-5885	
PWY-4502	PWY-3097
PWY-5021	
PWY-7213	
PWY-7283	
PWY-6655	
SALVPURINE2-PWY	
PWY-5135	
PWY-8249	
PWY-5800	
LARABITOLUTIL-PWY	PWY-5257
PWY-5980	
PWY-5936	
PWY-6791	
PWY-6807	
PWY-6812	
PWY-8104	PWY-8094
PWY-7748	
PWY-7629	
PWY-6407	
PWY-6888	
PWY-5944	CAROTENOID-PWY
PWY-6288	
PWY-6265	
PWY-7694	
PWY-6074	ERGOSTEROL-SYN-PWY // PWY66-4 // PWY66-341
PWY-7250	
